section_id,file_id,url,heading_markdown,local_readme_file,heading_level
7,370,https://github.com/solomance/sandstorm,## Contribute,solomance.sandstorm.md,2
1,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,# NAME,Songmu.p5-DBIx-FixtureLoader.md,1
2,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,# SYNOPSIS,Songmu.p5-DBIx-FixtureLoader.md,1
3,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,# DESCRIPTION,Songmu.p5-DBIx-FixtureLoader.md,1
4,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,# INTEFACE,Songmu.p5-DBIx-FixtureLoader.md,1
5,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,## Constructor,Songmu.p5-DBIx-FixtureLoader.md,2
6,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,### `dbh (DBI::db)`,Songmu.p5-DBIx-FixtureLoader.md,3
7,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,### `bulk_insert (Bool)`,Songmu.p5-DBIx-FixtureLoader.md,3
8,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,"### `update (Bool, Default: false)`",Songmu.p5-DBIx-FixtureLoader.md,3
9,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,"### `ignore (Bool, Default: false)`",Songmu.p5-DBIx-FixtureLoader.md,3
10,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,"### `delete (Bool, Default: false)`",Songmu.p5-DBIx-FixtureLoader.md,3
11,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,"### `csv_option (HashRef, Default: +{})`",Songmu.p5-DBIx-FixtureLoader.md,3
12,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,"### `skip_null_column (Bool, Default: false)`",Songmu.p5-DBIx-FixtureLoader.md,3
13,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,## Methods,Songmu.p5-DBIx-FixtureLoader.md,2
14,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,"### `$loader->load_fixture($file_or_data:(Str|HashRef|ArrayRef), [%option])`",Songmu.p5-DBIx-FixtureLoader.md,3
15,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,## File Name and Data Format,Songmu.p5-DBIx-FixtureLoader.md,2
16,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,### file name,Songmu.p5-DBIx-FixtureLoader.md,3
17,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,### data format,Songmu.p5-DBIx-FixtureLoader.md,3
18,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,# LICENSE,Songmu.p5-DBIx-FixtureLoader.md,1
19,371,https://github.com/Songmu/p5-DBIx-FixtureLoader,# AUTHOR,Songmu.p5-DBIx-FixtureLoader.md,1
1,372,https://github.com/spkane/Device42-AutoDiscovery-Scripts,## Scripts Provided,spkane.Device42-AutoDiscovery-Scripts.md,2
2,372,https://github.com/spkane/Device42-AutoDiscovery-Scripts,### Requirement,spkane.Device42-AutoDiscovery-Scripts.md,3
3,372,https://github.com/spkane/Device42-AutoDiscovery-Scripts,### Usage,spkane.Device42-AutoDiscovery-Scripts.md,3
4,372,https://github.com/spkane/Device42-AutoDiscovery-Scripts,### Further Documentation,spkane.Device42-AutoDiscovery-Scripts.md,3
1,373,https://github.com/squareteam/yodatra,# Yodatra ,squareteam.yodatra.md,1
2,373,https://github.com/squareteam/yodatra,## Instantly deploy your API,squareteam.yodatra.md,2
3,373,https://github.com/squareteam/yodatra,# Your model definition,squareteam.yodatra.md,1
4,373,https://github.com/squareteam/yodatra,### Note,squareteam.yodatra.md,3
5,373,https://github.com/squareteam/yodatra,### Extra,squareteam.yodatra.md,3
6,373,https://github.com/squareteam/yodatra,## What it also provides for free,squareteam.yodatra.md,2
7,373,https://github.com/squareteam/yodatra,## Other useful modules,squareteam.yodatra.md,2
1,374,https://github.com/subclub/oauth2,# OAuth2,subclub.oauth2.md,1
2,374,https://github.com/subclub/oauth2,## Installation,subclub.oauth2.md,2
3,374,https://github.com/subclub/oauth2,## Resources,subclub.oauth2.md,2
4,374,https://github.com/subclub/oauth2,## Usage Examples,subclub.oauth2.md,2
5,374,https://github.com/subclub/oauth2,"# => ""https://example.org/oauth/authorization?response_type=code&client_id=client_id&redirect_uri=http://localhost:8080/oauth2/callback""",subclub.oauth2.md,1
6,374,https://github.com/subclub/oauth2,# => OAuth2::Response,subclub.oauth2.md,1
7,374,https://github.com/subclub/oauth2,## OAuth2::Response,subclub.oauth2.md,2
8,374,https://github.com/subclub/oauth2,## OAuth2::AccessToken,subclub.oauth2.md,2
9,374,https://github.com/subclub/oauth2,## OAuth2::Error,subclub.oauth2.md,2
10,374,https://github.com/subclub/oauth2,## Authorization Grants,subclub.oauth2.md,2
11,374,https://github.com/subclub/oauth2,# get the token params in the callback and,subclub.oauth2.md,1
12,374,https://github.com/subclub/oauth2,## Supported Ruby Versions,subclub.oauth2.md,2
13,374,https://github.com/subclub/oauth2,## License,subclub.oauth2.md,2
1,375,https://github.com/taf2/Recorderjs,# Recorder.js,taf2.Recorderjs.md,1
2,375,https://github.com/taf2/Recorderjs,## A plugin for recording/exporting the output of Web Audio API nodes,taf2.Recorderjs.md,2
3,375,https://github.com/taf2/Recorderjs,### Syntax,taf2.Recorderjs.md,3
4,375,https://github.com/taf2/Recorderjs,#### Constructor,taf2.Recorderjs.md,4
5,375,https://github.com/taf2/Recorderjs,## ,taf2.Recorderjs.md,2
6,375,https://github.com/taf2/Recorderjs,#### Config,taf2.Recorderjs.md,4
7,375,https://github.com/taf2/Recorderjs,## ,taf2.Recorderjs.md,2
8,375,https://github.com/taf2/Recorderjs,#### Instance Methods,taf2.Recorderjs.md,4
9,375,https://github.com/taf2/Recorderjs,#### Utility Methods (static),taf2.Recorderjs.md,4
10,375,https://github.com/taf2/Recorderjs,## License (MIT),taf2.Recorderjs.md,2
1,376,https://github.com/takeshineshiro/GreenPHP,# GreenPHP Framework,takeshineshiro.GreenPHP.md,1
2,376,https://github.com/takeshineshiro/GreenPHP,###框架特色：,takeshineshiro.GreenPHP.md,3
3,376,https://github.com/takeshineshiro/GreenPHP,## ,takeshineshiro.GreenPHP.md,2
4,376,https://github.com/takeshineshiro/GreenPHP,###目录说明：,takeshineshiro.GreenPHP.md,3
5,376,https://github.com/takeshineshiro/GreenPHP,###如何访问：,takeshineshiro.GreenPHP.md,3
6,376,https://github.com/takeshineshiro/GreenPHP,###使用配置：,takeshineshiro.GreenPHP.md,3
7,376,https://github.com/takeshineshiro/GreenPHP,###使用DB：,takeshineshiro.GreenPHP.md,3
8,376,https://github.com/takeshineshiro/GreenPHP,###使用模板,takeshineshiro.GreenPHP.md,3
1,377,https://github.com/tangqiaoboy/iOSSF,# SegmentFault,tangqiaoboy.iOSSF.md,1
2,377,https://github.com/tangqiaoboy/iOSSF,# 特点,tangqiaoboy.iOSSF.md,1
3,377,https://github.com/tangqiaoboy/iOSSF,# 开发,tangqiaoboy.iOSSF.md,1
4,377,https://github.com/tangqiaoboy/iOSSF,####[iOSSF](https://github.com/gaosboy/iOSSF)/SegmentFault/Support/,tangqiaoboy.iOSSF.md,4
5,377,https://github.com/tangqiaoboy/iOSSF,#####|__ [AFNetworking](https://github.com/AFNetworking/AFNetworking),tangqiaoboy.iOSSF.md,5
6,377,https://github.com/tangqiaoboy/iOSSF,#####|__ [JSONKit](https://github.com/johnezang/JSONKit),tangqiaoboy.iOSSF.md,5
7,377,https://github.com/tangqiaoboy/iOSSF,#####|__ [Kache](https://github.com/gaosboy/kache) （自主开发的缓存控件）,tangqiaoboy.iOSSF.md,5
8,377,https://github.com/tangqiaoboy/iOSSF,#####|__ [SlimeRefresh](https://github.com/dbsGen/SlimeRefresh),tangqiaoboy.iOSSF.md,5
9,377,https://github.com/tangqiaoboy/iOSSF,#####|__ [URLManager](https://github.com/gaosboy/urlmanager) （自主开发的NavigationViewController，用URL Scheme管理ViewControllers）,tangqiaoboy.iOSSF.md,5
10,377,https://github.com/tangqiaoboy/iOSSF,### # git clone https://github.com/gaosboy/iOSSF.git,tangqiaoboy.iOSSF.md,3
11,377,https://github.com/tangqiaoboy/iOSSF,### # cd iOSSF,tangqiaoboy.iOSSF.md,3
12,377,https://github.com/tangqiaoboy/iOSSF,### # git submodule init,tangqiaoboy.iOSSF.md,3
13,377,https://github.com/tangqiaoboy/iOSSF,### # git submodule update,tangqiaoboy.iOSSF.md,3
1,378,https://github.com/tdeborge/angular-phonecat,# AngularJS Phone Catalog Tutorial Application,tdeborge.angular-phonecat.md,1
2,378,https://github.com/tdeborge/angular-phonecat,## Overview,tdeborge.angular-phonecat.md,2
3,378,https://github.com/tdeborge/angular-phonecat,## Prerequisites,tdeborge.angular-phonecat.md,2
4,378,https://github.com/tdeborge/angular-phonecat,### Git,tdeborge.angular-phonecat.md,3
5,378,https://github.com/tdeborge/angular-phonecat,### Node.js and Tools,tdeborge.angular-phonecat.md,3
6,378,https://github.com/tdeborge/angular-phonecat,## Workings of the Application,tdeborge.angular-phonecat.md,2
7,378,https://github.com/tdeborge/angular-phonecat,## Commits / Tutorial Outline,tdeborge.angular-phonecat.md,2
8,378,https://github.com/tdeborge/angular-phonecat,### step-0 _Bootstrapping_,tdeborge.angular-phonecat.md,3
9,378,https://github.com/tdeborge/angular-phonecat,### step-1 _Static Template_,tdeborge.angular-phonecat.md,3
10,378,https://github.com/tdeborge/angular-phonecat,### step-2 _Angular Templates_,tdeborge.angular-phonecat.md,3
11,378,https://github.com/tdeborge/angular-phonecat,### step-3 _Components_,tdeborge.angular-phonecat.md,3
12,378,https://github.com/tdeborge/angular-phonecat,### step-4 _Directory and File Organization_,tdeborge.angular-phonecat.md,3
13,378,https://github.com/tdeborge/angular-phonecat,### step-5 _Filtering Repeaters_,tdeborge.angular-phonecat.md,3
14,378,https://github.com/tdeborge/angular-phonecat,### step-6 _Two-way Data Binding_,tdeborge.angular-phonecat.md,3
15,378,https://github.com/tdeborge/angular-phonecat,### step-7 _XHR & Dependency Injection_,tdeborge.angular-phonecat.md,3
16,378,https://github.com/tdeborge/angular-phonecat,### step-8 _Templating Links & Images_,tdeborge.angular-phonecat.md,3
17,378,https://github.com/tdeborge/angular-phonecat,### step-9 _Routing & Multiple Views_,tdeborge.angular-phonecat.md,3
18,378,https://github.com/tdeborge/angular-phonecat,### step-10 _More Templating_,tdeborge.angular-phonecat.md,3
19,378,https://github.com/tdeborge/angular-phonecat,### step-11 _Custom Filters_,tdeborge.angular-phonecat.md,3
20,378,https://github.com/tdeborge/angular-phonecat,### step-12 _Event Handlers_,tdeborge.angular-phonecat.md,3
21,378,https://github.com/tdeborge/angular-phonecat,### step-13 _REST and Custom Services_,tdeborge.angular-phonecat.md,3
22,378,https://github.com/tdeborge/angular-phonecat,### step-14 _Animations_,tdeborge.angular-phonecat.md,3
23,378,https://github.com/tdeborge/angular-phonecat,## Development with `angular-phonecat`,tdeborge.angular-phonecat.md,2
24,378,https://github.com/tdeborge/angular-phonecat,### Installing Dependencies,tdeborge.angular-phonecat.md,3
25,378,https://github.com/tdeborge/angular-phonecat,### Running the Application during Development,tdeborge.angular-phonecat.md,3
26,378,https://github.com/tdeborge/angular-phonecat,### Unit Testing,tdeborge.angular-phonecat.md,3
27,378,https://github.com/tdeborge/angular-phonecat,### End-to-End Testing,tdeborge.angular-phonecat.md,3
28,378,https://github.com/tdeborge/angular-phonecat,## Application Directory Layout,tdeborge.angular-phonecat.md,2
29,378,https://github.com/tdeborge/angular-phonecat,## Contact,tdeborge.angular-phonecat.md,2
1,379,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,# Introduction,tetsuo6666.MSCollectionViewCalendarLayout.md,1
2,379,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,# UICollectionView?,tetsuo6666.MSCollectionViewCalendarLayout.md,1
3,379,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,# Example,tetsuo6666.MSCollectionViewCalendarLayout.md,1
4,379,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,## Screenshots,tetsuo6666.MSCollectionViewCalendarLayout.md,2
5,379,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,# Usage,tetsuo6666.MSCollectionViewCalendarLayout.md,1
6,379,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,## CocoaPods,tetsuo6666.MSCollectionViewCalendarLayout.md,2
7,379,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,## Invalidating Layout,tetsuo6666.MSCollectionViewCalendarLayout.md,2
8,379,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,## Section Layouts,tetsuo6666.MSCollectionViewCalendarLayout.md,2
9,379,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,## Collection View Elements,tetsuo6666.MSCollectionViewCalendarLayout.md,2
10,379,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,## Can I call performBatchUpdates:completion: to make stuff animate?,tetsuo6666.MSCollectionViewCalendarLayout.md,2
11,379,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,# Requirements,tetsuo6666.MSCollectionViewCalendarLayout.md,1
12,379,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,# Contributing,tetsuo6666.MSCollectionViewCalendarLayout.md,1
13,379,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,# License,tetsuo6666.MSCollectionViewCalendarLayout.md,1
1,380,https://github.com/tfereyre/sonar-examples,## DEPRECATED,tfereyre.sonar-examples.md,2
2,380,https://github.com/tfereyre/sonar-examples,## Configuration of Projects,tfereyre.sonar-examples.md,2
3,380,https://github.com/tfereyre/sonar-examples,## SonarQube Plugins,tfereyre.sonar-examples.md,2
4,380,https://github.com/tfereyre/sonar-examples,### License,tfereyre.sonar-examples.md,3
1,381,https://github.com/the-vk/yamp-js,## Usage,the-vk.yamp-js.md,2
2,381,https://github.com/the-vk/yamp-js,## API Documentation,the-vk.yamp-js.md,2
3,381,https://github.com/the-vk/yamp-js,"### yamp.Select(parser, selector)",the-vk.yamp-js.md,3
4,381,https://github.com/the-vk/yamp-js,#### Parameters,the-vk.yamp-js.md,4
5,381,https://github.com/the-vk/yamp-js,#### Example,the-vk.yamp-js.md,4
6,381,https://github.com/the-vk/yamp-js,"### yamp.Then(first, second)",the-vk.yamp-js.md,3
7,381,https://github.com/the-vk/yamp-js,#### Parameters,the-vk.yamp-js.md,4
8,381,https://github.com/the-vk/yamp-js,#### Example,the-vk.yamp-js.md,4
1,382,https://github.com/thekonz/piximgen,# PixImGen,thekonz.piximgen.md,1
2,382,https://github.com/thekonz/piximgen,## Installation,thekonz.piximgen.md,2
3,382,https://github.com/thekonz/piximgen,## Example app,thekonz.piximgen.md,2
4,382,https://github.com/thekonz/piximgen,## General usage (salute!),thekonz.piximgen.md,2
5,382,https://github.com/thekonz/piximgen,## Complete list of settings,thekonz.piximgen.md,2
6,382,https://github.com/thekonz/piximgen,## Further manipulation of the image,thekonz.piximgen.md,2
1,383,https://github.com/thesaadarshad/setup-ipsec-vpn,# IPsec VPN Server Auto Setup Scripts,thesaadarshad.setup-ipsec-vpn.md,1
2,383,https://github.com/thesaadarshad/setup-ipsec-vpn,#### Table of Contents,thesaadarshad.setup-ipsec-vpn.md,4
3,383,https://github.com/thesaadarshad/setup-ipsec-vpn,## Quick start,thesaadarshad.setup-ipsec-vpn.md,2
4,383,https://github.com/thesaadarshad/setup-ipsec-vpn,## Features,thesaadarshad.setup-ipsec-vpn.md,2
5,383,https://github.com/thesaadarshad/setup-ipsec-vpn,## Requirements,thesaadarshad.setup-ipsec-vpn.md,2
6,383,https://github.com/thesaadarshad/setup-ipsec-vpn,## Installation,thesaadarshad.setup-ipsec-vpn.md,2
7,383,https://github.com/thesaadarshad/setup-ipsec-vpn,### Ubuntu & Debian,thesaadarshad.setup-ipsec-vpn.md,3
8,383,https://github.com/thesaadarshad/setup-ipsec-vpn,# All values MUST be placed inside 'single quotes',thesaadarshad.setup-ipsec-vpn.md,1
9,383,https://github.com/thesaadarshad/setup-ipsec-vpn,"# DO NOT use these characters within values:  \ "" '",thesaadarshad.setup-ipsec-vpn.md,1
10,383,https://github.com/thesaadarshad/setup-ipsec-vpn,### CentOS & RHEL,thesaadarshad.setup-ipsec-vpn.md,3
11,383,https://github.com/thesaadarshad/setup-ipsec-vpn,## Next steps,thesaadarshad.setup-ipsec-vpn.md,2
12,383,https://github.com/thesaadarshad/setup-ipsec-vpn,## Important notes,thesaadarshad.setup-ipsec-vpn.md,2
13,383,https://github.com/thesaadarshad/setup-ipsec-vpn,## Upgrade Libreswan,thesaadarshad.setup-ipsec-vpn.md,2
14,383,https://github.com/thesaadarshad/setup-ipsec-vpn,# Ubuntu & Debian,thesaadarshad.setup-ipsec-vpn.md,1
15,383,https://github.com/thesaadarshad/setup-ipsec-vpn,# CentOS & RHEL,thesaadarshad.setup-ipsec-vpn.md,1
16,383,https://github.com/thesaadarshad/setup-ipsec-vpn,## Bugs & Questions,thesaadarshad.setup-ipsec-vpn.md,2
17,383,https://github.com/thesaadarshad/setup-ipsec-vpn,## Uninstallation,thesaadarshad.setup-ipsec-vpn.md,2
18,383,https://github.com/thesaadarshad/setup-ipsec-vpn,## See also,thesaadarshad.setup-ipsec-vpn.md,2
19,383,https://github.com/thesaadarshad/setup-ipsec-vpn,## License,thesaadarshad.setup-ipsec-vpn.md,2
1,384,https://github.com/theschubinator/javascript-objects-lab-js-intro-000,# JavaScript Objects Lab,theschubinator.javascript-objects-lab-js-intro-000.md,1
2,384,https://github.com/theschubinator/javascript-objects-lab-js-intro-000,## Overview,theschubinator.javascript-objects-lab-js-intro-000.md,2
3,384,https://github.com/theschubinator/javascript-objects-lab-js-intro-000,## Instructions,theschubinator.javascript-objects-lab-js-intro-000.md,2
4,384,https://github.com/theschubinator/javascript-objects-lab-js-intro-000,## Resources,theschubinator.javascript-objects-lab-js-intro-000.md,2
1,385,https://github.com/ThomasGrivaz/Learning-Analytics-Project,# Learning-Analytics-Project,ThomasGrivaz.Learning-Analytics-Project.md,1
2,385,https://github.com/ThomasGrivaz/Learning-Analytics-Project,## Description of the dataset:,ThomasGrivaz.Learning-Analytics-Project.md,2
3,385,https://github.com/ThomasGrivaz/Learning-Analytics-Project,## Overall Goal:,ThomasGrivaz.Learning-Analytics-Project.md,2
4,385,https://github.com/ThomasGrivaz/Learning-Analytics-Project,## Data Analysis Pipeline:,ThomasGrivaz.Learning-Analytics-Project.md,2
5,385,https://github.com/ThomasGrivaz/Learning-Analytics-Project,## Hypotheses & Features Selection:,ThomasGrivaz.Learning-Analytics-Project.md,2
1,386,https://github.com/tinco/ruru,# Ruru (Rust + Ruby),tinco.ruru.md,1
2,386,https://github.com/tinco/ruru,## Native Ruby extensions in Rust,tinco.ruru.md,2
3,386,https://github.com/tinco/ruru,## Contents,tinco.ruru.md,2
4,386,https://github.com/tinco/ruru,## Examples,tinco.ruru.md,2
5,386,https://github.com/tinco/ruru,### The famous `String#blank?` method,tinco.ruru.md,3
6,386,https://github.com/tinco/ruru,#[macro_use],tinco.ruru.md,1
7,386,https://github.com/tinco/ruru,#[no_mangle],tinco.ruru.md,1
8,386,https://github.com/tinco/ruru,### Simple Sidekiq-compatible server,tinco.ruru.md,3
9,386,https://github.com/tinco/ruru,### Safe conversions,tinco.ruru.md,3
10,386,https://github.com/tinco/ruru,#[macro_use],tinco.ruru.md,1
11,386,https://github.com/tinco/ruru,#[no_mangle],tinco.ruru.md,1
12,386,https://github.com/tinco/ruru,### Wrapping Rust data to Ruby objects,tinco.ruru.md,3
13,386,https://github.com/tinco/ruru,#[macro_use] extern crate ruru;,tinco.ruru.md,1
14,386,https://github.com/tinco/ruru,#[macro_use] extern crate lazy_static;,tinco.ruru.md,1
15,386,https://github.com/tinco/ruru,### True parallelism,tinco.ruru.md,3
16,386,https://github.com/tinco/ruru,#[macro_use] extern crate ruru;,tinco.ruru.md,1
17,386,https://github.com/tinco/ruru,### Defining a new class,tinco.ruru.md,3
18,386,https://github.com/tinco/ruru,# ... somewhere in the application code ...,tinco.ruru.md,1
19,386,https://github.com/tinco/ruru,#[macro_use],tinco.ruru.md,1
20,386,https://github.com/tinco/ruru,#[no_mangle],tinco.ruru.md,1
21,386,https://github.com/tinco/ruru,# No Calculator class in Ruby anymore,tinco.ruru.md,1
22,386,https://github.com/tinco/ruru,# ... somewhere in the application ...,tinco.ruru.md,1
23,386,https://github.com/tinco/ruru,### Replacing only several methods instead of the whole class,tinco.ruru.md,3
24,386,https://github.com/tinco/ruru,### Class definition DSL,tinco.ruru.md,3
25,386,https://github.com/tinco/ruru,### Calling Ruby code from Rust,tinco.ruru.md,3
26,386,https://github.com/tinco/ruru,#[macro_use],tinco.ruru.md,1
27,386,https://github.com/tinco/ruru,## ... and why is **FFI** not enough?,tinco.ruru.md,2
28,386,https://github.com/tinco/ruru,## How do I use it?,tinco.ruru.md,2
29,386,https://github.com/tinco/ruru,## Contributors are welcome!,tinco.ruru.md,2
30,386,https://github.com/tinco/ruru,## License,tinco.ruru.md,2
1,387,https://github.com/tkylin/shadowsocks-windows,# Shadowsocks for Windows,tkylin.shadowsocks-windows.md,1
2,387,https://github.com/tkylin/shadowsocks-windows,#### Features,tkylin.shadowsocks-windows.md,4
3,387,https://github.com/tkylin/shadowsocks-windows,#### Download,tkylin.shadowsocks-windows.md,4
4,387,https://github.com/tkylin/shadowsocks-windows,#### Basic,tkylin.shadowsocks-windows.md,4
5,387,https://github.com/tkylin/shadowsocks-windows,#### PAC,tkylin.shadowsocks-windows.md,4
6,387,https://github.com/tkylin/shadowsocks-windows,#### Server Auto Switching,tkylin.shadowsocks-windows.md,4
7,387,https://github.com/tkylin/shadowsocks-windows,#### UDP,tkylin.shadowsocks-windows.md,4
8,387,https://github.com/tkylin/shadowsocks-windows,#### Multiple Instances,tkylin.shadowsocks-windows.md,4
9,387,https://github.com/tkylin/shadowsocks-windows,#### Global hotkeys,tkylin.shadowsocks-windows.md,4
10,387,https://github.com/tkylin/shadowsocks-windows,##### How to input?,tkylin.shadowsocks-windows.md,5
11,387,https://github.com/tkylin/shadowsocks-windows,##### How to change?,tkylin.shadowsocks-windows.md,5
12,387,https://github.com/tkylin/shadowsocks-windows,##### How to deactivate?,tkylin.shadowsocks-windows.md,5
13,387,https://github.com/tkylin/shadowsocks-windows,##### Meaning of label color,tkylin.shadowsocks-windows.md,5
14,387,https://github.com/tkylin/shadowsocks-windows,#### Server Configuration,tkylin.shadowsocks-windows.md,4
15,387,https://github.com/tkylin/shadowsocks-windows,#### Develop,tkylin.shadowsocks-windows.md,4
16,387,https://github.com/tkylin/shadowsocks-windows,#### License,tkylin.shadowsocks-windows.md,4
1,388,https://github.com/TLINDEN/novel-mode,# novel-mode,TLINDEN.novel-mode.md,1
2,388,https://github.com/TLINDEN/novel-mode,# Demo,TLINDEN.novel-mode.md,1
3,388,https://github.com/TLINDEN/novel-mode,# Introduction,TLINDEN.novel-mode.md,1
4,388,https://github.com/TLINDEN/novel-mode,# Install,TLINDEN.novel-mode.md,1
5,388,https://github.com/TLINDEN/novel-mode,# Customize,TLINDEN.novel-mode.md,1
6,388,https://github.com/TLINDEN/novel-mode,# Meta,TLINDEN.novel-mode.md,1
1,389,https://github.com/tmandal/CarND-Transfer-Learning-Lab,"# Transfer Learning Lab with VGG, Inception and ResNet",tmandal.CarND-Transfer-Learning-Lab.md,1
1,390,https://github.com/TNAJanssen/DoctrineEncryptBundle,#DoctrineEncryptBundle,TNAJanssen.DoctrineEncryptBundle.md,1
2,390,https://github.com/TNAJanssen/DoctrineEncryptBundle,###What does it do exactly,TNAJanssen.DoctrineEncryptBundle.md,3
3,390,https://github.com/TNAJanssen/DoctrineEncryptBundle,###Advantages and disadvantaged of an encrypted database,TNAJanssen.DoctrineEncryptBundle.md,3
4,390,https://github.com/TNAJanssen/DoctrineEncryptBundle,####Advantages,TNAJanssen.DoctrineEncryptBundle.md,4
5,390,https://github.com/TNAJanssen/DoctrineEncryptBundle,####Disadvantages,TNAJanssen.DoctrineEncryptBundle.md,4
6,390,https://github.com/TNAJanssen/DoctrineEncryptBundle,###Documentation,TNAJanssen.DoctrineEncryptBundle.md,3
7,390,https://github.com/TNAJanssen/DoctrineEncryptBundle,###License,TNAJanssen.DoctrineEncryptBundle.md,3
8,390,https://github.com/TNAJanssen/DoctrineEncryptBundle,###Versions,TNAJanssen.DoctrineEncryptBundle.md,3
9,390,https://github.com/TNAJanssen/DoctrineEncryptBundle,###Todos,TNAJanssen.DoctrineEncryptBundle.md,3
1,391,https://github.com/tourze/onepage_scroll,# jQuery One Page Scroll plugin,tourze.onepage_scroll.md,1
2,391,https://github.com/tourze/onepage_scroll,## Compatibility,tourze.onepage_scroll.md,2
3,391,https://github.com/tourze/onepage_scroll,## Basic Usage,tourze.onepage_scroll.md,2
4,391,https://github.com/tourze/onepage_scroll,## Public Methods,tourze.onepage_scroll.md,2
5,391,https://github.com/tourze/onepage_scroll,### Get onepage_scroll Object by data,tourze.onepage_scroll.md,3
6,391,https://github.com/tourze/onepage_scroll,### .moveUp(),tourze.onepage_scroll.md,3
7,391,https://github.com/tourze/onepage_scroll,### .moveDown(),tourze.onepage_scroll.md,3
8,391,https://github.com/tourze/onepage_scroll,### .moveTo(page_index),tourze.onepage_scroll.md,3
9,391,https://github.com/tourze/onepage_scroll,### .destroy(),tourze.onepage_scroll.md,3
10,391,https://github.com/tourze/onepage_scroll,### .create(),tourze.onepage_scroll.md,3
11,391,https://github.com/tourze/onepage_scroll,### .unbindEvents(),tourze.onepage_scroll.md,3
12,391,https://github.com/tourze/onepage_scroll,### .bindEvents(),tourze.onepage_scroll.md,3
13,391,https://github.com/tourze/onepage_scroll,## Callbacks,tourze.onepage_scroll.md,2
14,391,https://github.com/tourze/onepage_scroll,### beforeMove(current_page_index),tourze.onepage_scroll.md,3
15,391,https://github.com/tourze/onepage_scroll,### afterMove(next_page_index),tourze.onepage_scroll.md,3
16,391,https://github.com/tourze/onepage_scroll,### beforeCreate(),tourze.onepage_scroll.md,3
17,391,https://github.com/tourze/onepage_scroll,### afterCreate(),tourze.onepage_scroll.md,3
18,391,https://github.com/tourze/onepage_scroll,### beforeDestroy(),tourze.onepage_scroll.md,3
19,391,https://github.com/tourze/onepage_scroll,### afterDestroy(),tourze.onepage_scroll.md,3
20,391,https://github.com/tourze/onepage_scroll,## Resources,tourze.onepage_scroll.md,2
1,392,https://github.com/travisjeffery/pat,# pat (formerly pat.go) - A Sinatra style pattern muxer for Go's net/http library,travisjeffery.pat.md,1
2,392,https://github.com/travisjeffery/pat,## INSTALL,travisjeffery.pat.md,2
3,392,https://github.com/travisjeffery/pat,## USE,travisjeffery.pat.md,2
4,392,https://github.com/travisjeffery/pat,## CONTRIBUTORS,travisjeffery.pat.md,2
5,392,https://github.com/travisjeffery/pat,## LICENSE,travisjeffery.pat.md,2
1,393,https://github.com/trentmwillis/ember.js,# Contribution,trentmwillis.ember.js.md,1
1,394,https://github.com/troska/homebrew-cask,# Homebrew-Cask,troska.homebrew-cask.md,1
2,394,https://github.com/troska/homebrew-cask,"#### Important December update: Homebrew-Cask will now be kept up to date together with Homebrew (see [#15381](https://github.com/caskroom/homebrew-cask/pull/15381) for details). If you haven’t yet, run `brew uninstall --force brew-cask; brew update` to switch to the new system.",troska.homebrew-cask.md,4
3,394,https://github.com/troska/homebrew-cask,#### Important: At some point in the future Homebrew-cask will change its behaviour from linking apps to moving them. See [issue #13201](https://github.com/caskroom/homebrew-cask/issues/13201) for details.,troska.homebrew-cask.md,4
4,394,https://github.com/troska/homebrew-cask,## Let’s try it!,troska.homebrew-cask.md,2
5,394,https://github.com/troska/homebrew-cask,## Learn More,troska.homebrew-cask.md,2
6,394,https://github.com/troska/homebrew-cask,## Questions? Wanna chat?,troska.homebrew-cask.md,2
